garment_type,order_quantity,num_stitch_operations,target_sewing_time_mins
Trouser,3932,10,6005.98
Jeans,2018,13,3796.15
Jacket,2498,28,12463.88
Jeans,1255,16,2610.5
Jacket,3971,21,18498.17
Shirt,638,8,610.65
Jacket,2296,30,12139.54
Jacket,4775,30,23434.87
Jacket,691,27,3197.72
Blazer,2771,30,14857.33
Kurti,1904,12,2943.79
Hoodie,3073,21,10290.54
Uniform,4386,13,8635.28
Jeans,4775,13,9428.19
Trouser,4975,15,7666.36
Trouser,3639,12,5492.83
Jacket,4482,27,19365.5
Jeans,2253,15,4191.23
Trouser,3023,12,4101.94
Shirt,910,11,899.32
Shirt,2170,8,1883.41
Jacket,3584,21,15086.76
T-Shirt,2819,7,1734.07
Blazer,675,29,3432.3
Hoodie,4965,16,14504.13
Trouser,3296,15,5246.29
Jacket,3112,24,13940.97
Kurti,4834,15,8336.34
T-Shirt,260,8,162.96
Blazer,2622,29,14198.21
Uniform,1750,17,4038.67
Kurti,4367,11,6820.8
Shirt,3340,9,3413.72
Hoodie,3727,19,10646.39
Dress,299,17,719.34
Uniform,2775,16,6000.75
Jacket,4537,21,20859.97
Kurti,1762,16,3310.97
Dress,3803,17,9008.03
Blazer,574,29,3029.27
Uniform,3757,17,7975.35
Hoodie,1039,22,3527.4
Trouser,4233,14,6718.72
Hoodie,2599,21,7929.58
Jeans,2868,16,6167.04
Hoodie,2174,17,6060.96
Blazer,222,30,1312.95
Shirt,1090,8,984.71
Trouser,2304,10,3405.79
Dress,3002,16,7727.26
Blazer,3197,28,19175.69
Trouser,3571,10,5676.13
Blazer,553,28,2792.82
Shirt,1812,10,1642.51
Jacket,1921,28,8410.53
Blazer,2069,22,9800.46
Hoodie,2534,21,7634.32
Shirt,4105,10,4262.44
Dress,4395,17,11450.59
Kurti,1501,14,2449.87
Jacket,3765,23,17303.28
Blazer,2262,22,10287.8
Uniform,2440,17,5414.94
Hoodie,3085,21,9185.03
Jacket,2524,23,11389.38
Kurti,1845,14,3015.43
Jacket,877,25,4165.64
Kurti,3203,12,5248.49
Trouser,1655,11,2603.5
T-Shirt,219,6,157.28
Hoodie,2952,21,8371.16
Uniform,2883,12,5269.61
Blazer,1249,24,6277.04
Hoodie,1466,22,4989.93
Trouser,3193,13,4718.7
Jacket,2864,20,12400.67
Jeans,4991,15,8783.74
Blazer,4178,23,20498.37
T-Shirt,4185,6,2474.23
Uniform,4219,18,9890.25
Shirt,4458,8,4353.3
Blazer,239,29,1426.79
Hoodie,444,21,1172.15
Jeans,2694,15,4877.7
Trouser,3000,15,4705.98
Uniform,1586,15,3601.63
Jacket,1954,24,9522.12
Uniform,843,14,1730.63
Kurti,239,11,362.84
Kurti,3392,14,5644.4
Uniform,3596,14,7302.62
Kurti,4573,11,6629.45
Hoodie,3778,20,12316.66
Jeans,3778,12,7025.22
Jacket,180,24,831.21
Uniform,1374,13,2514.5
Jeans,3142,12,5870.88
Blazer,4158,23,19875.73
Trouser,1856,11,2882.01
Blazer,3087,24,16214.0
Dress,4552,18,12104.59
Uniform,3590,14,6764.39
Uniform,4707,12,8478.41
Kurti,2674,11,4678.01
Hoodie,110,16,270.61
Uniform,2470,12,4741.37
Shirt,3773,8,3853.12
Hoodie,3841,21,12079.82
Dress,4412,18,10672.16
Dress,3197,19,8517.56
T-Shirt,952,7,566.2
Uniform,4045,16,9293.16
Trouser,4082,10,5730.36
Blazer,4786,30,26558.53
Trouser,4004,14,6699.07
Blazer,2124,29,11887.76
Uniform,2057,18,4951.77
Dress,505,14,1190.78
Jacket,1705,20,7096.58
Hoodie,1241,22,3704.49
Dress,1195,14,2950.01
Kurti,2555,12,4087.83
Trouser,2569,14,3805.31
Uniform,3265,15,6464.54
Uniform,3311,13,6672.74
Shirt,1500,9,1394.56
Kurti,4327,10,6351.38
Kurti,234,16,342.35
Uniform,3087,15,6522.64
Uniform,3251,13,7159.8
Trouser,2874,12,4103.74
Blazer,2707,28,15717.71
Hoodie,2851,19,8906.67
Kurti,4136,15,6265.06
Hoodie,1563,19,4967.3
Jacket,3745,21,14928.49
T-Shirt,4300,5,2162.47
Jeans,1825,12,3388.66
Kurti,4801,11,7528.41
Kurti,4781,14,8622.23
Uniform,4110,17,9407.83
Hoodie,3850,18,11162.76
Uniform,2611,14,5765.49
Blazer,415,24,1977.36
Jacket,1058,28,5253.41
T-Shirt,4435,6,2542.67
Jacket,296,24,1311.18
Kurti,4289,10,6501.27
Jacket,3585,20,14323.1
Uniform,4963,13,9575.01
Blazer,644,30,3703.7
Kurti,4905,14,8641.33
Jeans,3811,17,7404.81
Jacket,390,29,1771.39
Blazer,4741,30,24606.33
Dress,691,19,1542.72
Jacket,1873,27,9210.4
Jeans,2670,16,4763.87
T-Shirt,1266,7,615.64
Jacket,494,28,2160.79
Hoodie,4916,19,16297.94
Jeans,2150,13,3850.21
Dress,3868,15,9431.31
Jacket,4675,20,18366.88
Blazer,531,28,3154.26
Blazer,2153,28,11956.13
Jacket,3258,24,15381.8
Jacket,2915,25,13016.18
Uniform,818,16,1749.28
Jacket,2954,20,12562.67
Kurti,1914,10,3135.8
Uniform,4171,17,9620.87
Uniform,1878,16,4305.97
Jeans,3950,18,8761.29
T-Shirt,3289,8,1942.63
Uniform,4413,16,9917.67
Jeans,590,12,1061.25
Hoodie,4007,19,11691.63
Trouser,4375,13,6692.2
T-Shirt,2979,6,1698.95
Kurti,3021,11,4811.5
T-Shirt,1281,8,634.71
Kurti,3291,12,5768.88
Uniform,3811,12,7718.68
Blazer,4415,26,23080.58
T-Shirt,3685,6,1876.29
T-Shirt,852,5,504.2
Dress,2918,18,7771.0
Kurti,4206,10,6282.34
Jeans,312,17,634.1
Shirt,1858,10,1784.53
Shirt,3168,8,2990.79
Jacket,615,26,2749.42
Jacket,1247,23,5479.48
Hoodie,3255,20,11006.77
Trouser,2405,13,3469.4
T-Shirt,4419,8,2687.88
Kurti,347,10,481.17
Dress,4611,18,10619.54
Trouser,2615,14,3838.5
Jacket,124,26,576.25
T-Shirt,878,6,443.47
Shirt,3691,12,4022.86
Jeans,1617,16,3042.52
Blazer,1596,28,8966.8
Uniform,1443,15,3128.62
Dress,3434,18,7759.31
Uniform,4797,13,9359.29
Hoodie,3457,16,9470.9
Jeans,1746,18,3887.52
Trouser,4233,11,6031.62
Shirt,2279,11,2217.62
T-Shirt,2700,6,1393.91
Uniform,2994,14,5708.47
Dress,4154,16,9977.81
Trouser,2758,14,4399.41
Hoodie,4319,21,13949.37
Blazer,2071,24,10587.66
Blazer,4184,22,19486.69
Jacket,2113,30,10658.07
Uniform,3742,18,7789.89
Jeans,4557,15,9541.2
Jeans,1826,16,3628.95
Dress,4542,14,10190.27
T-Shirt,3778,7,2025.58
Blazer,845,25,4047.09
Blazer,610,26,3245.64
Trouser,1466,15,2245.42
Uniform,403,18,942.6
Jeans,954,17,1836.45
Shirt,3749,12,3928.34
Hoodie,204,22,696.72
Shirt,4297,11,4420.83
Shirt,2746,12,2716.16
Jeans,3286,13,6392.99
Uniform,3087,16,6928.74
Dress,880,19,2331.35
T-Shirt,3413,5,1870.4
Shirt,3944,9,3570.03
Kurti,4122,10,7011.99
Jacket,3471,26,15059.62
Jeans,3656,12,6612.42
T-Shirt,274,8,151.33
T-Shirt,3954,7,2268.45
Kurti,546,15,928.09
Trouser,4944,15,7263.59
T-Shirt,3833,5,2018.39
Blazer,2113,27,11986.34
Uniform,2019,15,4386.38
Kurti,4835,13,8660.5
Uniform,2477,15,5240.54
Jacket,4692,22,18916.12
Kurti,3276,15,5142.41
Trouser,1686,10,2264.21
Dress,2971,15,6336.42
Trouser,1909,13,2637.36
T-Shirt,711,7,412.39
T-Shirt,2646,7,1452.13
Trouser,3822,10,5396.9
Trouser,3667,14,5363.19
Trouser,3592,10,5377.35
Blazer,2522,29,14339.53
Hoodie,2091,20,6316.6
Jacket,212,27,1054.03
Trouser,4580,13,7061.92
T-Shirt,1141,5,677.13
Kurti,2664,12,4644.42
Jeans,2453,17,4862.77
Jeans,4837,15,8798.56
Shirt,1485,9,1306.27
Uniform,3193,16,7354.95
Uniform,610,17,1224.93
Uniform,173,12,375.54
Hoodie,3779,17,11891.57
Jeans,3844,12,6731.27
Shirt,3787,12,3599.25
Jacket,2827,28,11978.12
Jacket,4790,30,23537.04
Blazer,728,22,3926.81
Kurti,4074,13,6743.42
T-Shirt,1425,8,771.52
Trouser,1971,12,3245.8
Dress,448,16,995.6
Shirt,603,10,508.08
Kurti,1276,10,2067.2
Uniform,3713,14,7767.07
Shirt,4421,11,4484.63
Shirt,4307,11,3845.63
Jacket,3312,23,14004.28
Jeans,1941,12,3837.34
Trouser,3284,12,4875.72
Jacket,622,28,2648.49
Jeans,3694,13,7202.07
Dress,2768,20,6608.03
Jacket,4227,30,18468.16
Hoodie,4881,21,14810.73
Hoodie,4182,16,13282.27
Trouser,3769,11,5802.12
T-Shirt,833,6,428.37
Hoodie,419,16,1321.65
Trouser,2615,13,3676.97
Trouser,752,10,931.02
Jeans,286,13,530.0
Uniform,2687,12,5683.34
Shirt,1360,9,1265.64
Jacket,1180,25,5260.32
Blazer,3574,23,16757.27
Hoodie,4905,22,15533.4
Blazer,1954,22,9519.46
Shirt,4792,9,4914.68
Hoodie,1298,17,3584.34
Shirt,1807,12,1646.32
Dress,1642,19,4349.24
Blazer,2363,24,12654.97
T-Shirt,1982,8,1145.89
Blazer,3890,29,23411.6
Shirt,4536,12,4609.11
Kurti,1887,13,2883.38
Dress,1705,17,4038.68
Jeans,995,18,2085.66
Dress,2863,18,6795.35
Uniform,4107,14,9215.8
Kurti,3522,13,5210.83
Hoodie,2295,21,6964.08
Hoodie,3782,19,12394.98
Jeans,1410,13,2901.28
Jacket,1433,25,5938.4
Shirt,2154,9,2182.54
Blazer,4517,25,25322.0
Kurti,3733,16,6406.67
Kurti,704,12,1259.2
Shirt,2378,9,2172.38
Uniform,4629,18,9406.5
Blazer,4678,30,26190.38
Trouser,510,12,810.78
Dress,1912,16,4694.46
Uniform,2351,16,4702.7
Kurti,828,15,1362.06
Jacket,737,26,3206.42
Jeans,4211,14,7643.9
T-Shirt,2322,6,1293.36
T-Shirt,4646,8,2639.43
Kurti,1595,12,2307.91
Shirt,2885,11,2664.04
Blazer,3625,27,18879.63
Shirt,2013,9,1855.08
Trouser,4015,15,6636.34
Dress,843,19,2085.44
Uniform,2292,16,4937.95
Jeans,206,14,498.99
Blazer,3736,22,20046.95
Dress,3021,20,8115.72
Hoodie,1214,18,3888.15
Kurti,4475,16,7417.59
Kurti,1511,15,2742.67
Uniform,1921,14,4008.71
Jeans,959,16,1942.95
Jeans,3647,18,7434.78
Trouser,2064,11,2992.5
Uniform,198,15,450.66
Shirt,2809,9,2501.74
Dress,1147,16,2801.4
Dress,3901,16,8934.41
Shirt,4670,12,4637.47
Blazer,4369,22,21594.49
Uniform,1418,15,2868.57
Trouser,4248,12,6936.71
Trouser,1913,13,2749.93
Blazer,3854,23,20754.68
Jeans,1125,16,2320.92
Jacket,375,23,1739.82
Hoodie,345,22,1024.6
Blazer,4346,25,22925.91
Hoodie,3871,17,12354.8
Jeans,2728,17,5304.84
Kurti,1942,14,2914.2
Jacket,3899,22,17884.82
Jeans,1681,17,3493.46
Jeans,3705,17,6880.73
T-Shirt,230,8,99.84
Trouser,3829,14,5715.84
Uniform,4691,15,9084.54
Jacket,4323,21,19657.92
Trouser,4755,13,7760.85
Trouser,1171,14,1872.0
Trouser,4550,10,6494.85
Uniform,3922,15,8431.73
Jeans,3506,12,6674.56
Dress,2135,17,5596.2
Shirt,479,11,445.37
Jeans,115,14,219.05
T-Shirt,2692,6,1503.83
Hoodie,2677,17,8375.26
Jeans,2715,16,5636.51
Dress,3081,16,7232.61
Jeans,4037,15,7794.22
Jacket,1458,25,6252.14
Jeans,1796,18,3603.31
Trouser,3194,11,4612.56
Uniform,4516,17,9755.1
Shirt,2043,12,2207.05
Hoodie,4218,17,12654.46
Uniform,493,12,950.25
Trouser,3328,15,4805.08
Jacket,4628,25,20111.09
Jacket,1087,21,4370.63
Jeans,4223,15,7687.7
Jacket,1810,23,8526.94
Dress,4568,15,10060.17
Jacket,3524,24,17128.29
Uniform,4923,17,11441.31
Blazer,3179,29,19185.24
Jeans,660,17,1302.95
Blazer,2468,22,13494.37
T-Shirt,2498,7,1546.4
Shirt,2688,10,2316.82
Jacket,3851,20,14992.46
Jacket,2623,21,11230.02
Blazer,1000,29,5249.14
Dress,590,20,1421.13
Jacket,1586,25,7442.87
Dress,2067,14,5010.09
Hoodie,341,19,1065.44
Hoodie,3359,17,9358.25
Hoodie,1918,21,5846.92
T-Shirt,4402,5,2647.13
Jacket,1650,23,6999.94
Jeans,1579,12,2774.1
Hoodie,704,18,1888.33
Trouser,830,12,1287.45
Hoodie,3400,20,10119.85
Jacket,2076,21,8648.66
Jeans,3266,12,6539.44
Hoodie,2336,22,7371.01
Trouser,3970,14,6623.68
Kurti,4310,10,6081.2
Hoodie,1051,21,3220.66
Dress,4342,19,10399.96
Hoodie,3833,16,11658.32
Hoodie,4158,16,13177.17
Uniform,4206,18,9558.6
Uniform,460,14,987.66
Kurti,1684,12,2941.53
Dress,3346,20,9182.25
Uniform,3818,12,8086.41
Jeans,1730,16,3691.33
Hoodie,2581,17,7420.1
Jacket,466,29,2282.14
Jacket,954,21,4236.24
Jacket,4932,22,20605.43
Jacket,3388,22,15666.74
Shirt,4825,12,4824.64
Shirt,1084,11,1139.44
Jacket,2646,21,10433.86
Blazer,3506,24,16491.7
Shirt,892,8,858.57
Hoodie,1048,22,3456.41
Jacket,1146,30,5730.36
Jeans,1063,17,2221.97
Shirt,3288,11,3006.98
T-Shirt,854,6,512.24
Trouser,1832,12,2951.87
Jeans,515,12,1006.3
Uniform,3712,14,8228.18
Uniform,2892,15,6291.1
Blazer,4956,29,26896.71
Blazer,4408,28,24855.08
Jacket,2313,26,9525.79
Jeans,1822,13,3288.55
Jeans,3501,12,6113.89
Blazer,4232,25,21733.74
Hoodie,3785,19,12098.85
Kurti,1607,12,2730.84
Hoodie,2840,22,8495.72
Kurti,4353,11,6714.6
T-Shirt,3445,6,2080.74
T-Shirt,927,5,511.51
Kurti,4833,10,7084.81
Hoodie,119,22,383.61
Trouser,4934,10,6562.74
Jacket,4933,27,22795.87
Kurti,2928,14,4707.98
Hoodie,2579,21,8325.29
Dress,4674,17,11142.96
Shirt,674,8,671.47
Kurti,4158,13,6653.0
Kurti,482,12,721.97
Blazer,2800,27,16171.29
T-Shirt,3179,7,1801.62
Trouser,3550,14,5410.92
Uniform,330,16,685.83
Blazer,3554,23,17724.03
Shirt,2394,11,2249.89
Jacket,3467,24,15158.06
Kurti,4593,10,6614.16
Trouser,2004,15,2839.54
T-Shirt,2307,8,1412.04
Blazer,2327,29,13371.8
Dress,4480,18,11035.57
Hoodie,578,18,1678.0
Dress,3016,14,6887.54
Jacket,2906,21,11982.11
Jeans,4843,14,8886.88
Uniform,3797,18,8520.62
Blazer,613,22,2978.02
Jacket,4038,21,17997.89
Shirt,1076,10,1016.09
Kurti,1803,11,2680.16
Dress,2456,17,5700.61
Dress,3093,20,7601.79
Blazer,4428,26,21641.46
Jeans,2049,15,4396.42
Jeans,1211,18,2628.39
Shirt,3685,9,3797.66
Jeans,2918,17,5617.19
T-Shirt,838,5,487.89
Jacket,3818,21,14714.55
Hoodie,1837,18,5488.19
Uniform,2243,12,4565.42
Shirt,4441,12,4679.57
Blazer,2896,26,15888.38
Jeans,4795,14,8333.88
Shirt,2044,8,2039.26
Blazer,1484,22,8077.75
Jacket,4040,21,16547.26
Hoodie,2811,22,9666.82
Jacket,3973,29,18860.31
Uniform,127,14,226.92
Jeans,1185,15,2518.42
Dress,200,20,500.41
Shirt,3922,11,3849.56
Trouser,3904,15,5970.94
Jacket,2461,25,10956.24
Jeans,183,15,349.08
Blazer,251,27,1217.71
Kurti,3085,16,5629.57
Dress,4046,20,10814.81
Blazer,1819,26,9283.86
T-Shirt,4996,7,2634.19
Jacket,3331,26,14753.89
Dress,183,15,581.51
Jacket,2768,30,14176.69
Uniform,348,14,719.46
Trouser,4558,13,7216.71
Hoodie,395,22,1302.67
Jeans,131,14,331.98
Dress,4597,19,10697.96
Hoodie,4080,17,10903.04
Trouser,3956,10,5888.58
Uniform,332,15,691.33
Jeans,4282,12,8442.17
Kurti,259,15,436.66
Hoodie,3485,19,9835.36
Blazer,3944,28,23170.93
Trouser,215,12,348.19
Trouser,3179,14,5131.5
Blazer,768,27,3889.66
Blazer,1280,27,6431.52
T-Shirt,3335,8,1986.28
Jacket,2979,26,13713.91
Uniform,3168,15,7186.13
Trouser,2677,12,4351.47
Jacket,156,24,647.65
Kurti,4180,10,6756.83
Blazer,2625,30,14417.82
Kurti,4577,16,7610.62
Blazer,1242,27,6918.62
Hoodie,1688,17,4656.65
Kurti,3012,10,4951.39
Uniform,2198,17,4279.04
Trouser,358,14,603.56
Shirt,3878,11,3822.09
Jeans,4257,12,7671.46
Uniform,3466,15,6580.78
Blazer,887,26,4448.49
Uniform,2363,12,4982.71
Blazer,2785,26,14749.4
Kurti,1321,11,2147.01
Kurti,2648,13,3909.13
Uniform,4390,15,9539.23
Hoodie,4904,21,14168.59
Shirt,214,12,264.16
Blazer,4271,22,23551.58
Dress,1830,19,4506.89
Dress,3267,20,8946.04
Uniform,4739,14,8811.97
Blazer,2045,30,11867.13
Shirt,2337,11,2234.02
Kurti,1640,10,2591.25
Shirt,2673,8,2247.9
Blazer,3882,23,20189.48
Jacket,3581,26,15379.35
Dress,4222,14,8947.65
Kurti,2472,14,3942.52
Jeans,2645,13,4626.73
Jeans,3831,12,7214.87
Blazer,1925,29,10496.2
Jacket,181,30,759.19
T-Shirt,270,7,126.17
Shirt,100,9,87.59
T-Shirt,2154,5,1227.2
Kurti,3421,12,5573.76
Dress,3941,20,9312.85
T-Shirt,623,7,346.46
Blazer,4692,23,24262.64
Trouser,1035,14,1758.34
T-Shirt,1927,7,1133.27
T-Shirt,2715,6,1390.45
Hoodie,1030,16,3179.6
Jacket,2484,28,12040.75
Jeans,3034,16,6335.99
Blazer,405,25,2074.45
Uniform,1083,17,2177.55
Jeans,3252,14,6702.79
Jeans,1909,15,3756.67
Dress,4789,18,12205.38
Hoodie,1598,22,5516.38
Kurti,3547,11,5188.92
Kurti,1705,13,2586.32
Trouser,558,14,851.82
Trouser,4120,10,6440.32
Uniform,3994,16,9131.17
Blazer,2997,24,16241.91
Uniform,920,16,1803.76
Jacket,1307,24,6078.39
Blazer,1483,24,8348.73
Jacket,4545,20,20299.15
Jacket,3917,21,17084.71
Hoodie,1020,17,2805.05
Hoodie,1888,16,5826.28
Blazer,434,27,2129.47
T-Shirt,2537,8,1318.52
Blazer,1368,29,7084.4
Trouser,1496,15,2344.23
Shirt,1978,10,2060.25
Uniform,3873,14,8326.47
Trouser,3074,14,5041.55
T-Shirt,4566,5,2444.74
Jeans,4336,14,8955.32
Uniform,1478,16,2867.71
Kurti,441,10,703.37
Uniform,3150,12,5977.23
Hoodie,3940,20,11077.22
Blazer,2362,23,13029.5
Kurti,2219,11,3578.59
Trouser,398,11,626.29
T-Shirt,1727,8,1007.58
Dress,2454,14,5443.81
Dress,1574,16,3839.97
Shirt,3259,12,3312.83
Blazer,4073,27,22842.16
Kurti,1436,14,2283.17
T-Shirt,4515,7,2611.29
Dress,4481,16,10975.27
Jeans,4788,12,9471.7
T-Shirt,2430,7,1353.84
Kurti,4799,16,7939.81
Trouser,3993,12,6252.47
Dress,4810,17,12194.55
Hoodie,1484,20,4462.58
Hoodie,368,21,1156.36
T-Shirt,709,7,394.42
Dress,4640,15,10388.49
Uniform,4990,14,9553.11
Trouser,4563,15,7566.81
Jacket,3642,29,15717.11
Trouser,1208,13,2008.33
Blazer,664,26,3371.71
Dress,4300,14,10279.93
Uniform,3517,15,7485.19
Shirt,1606,11,1532.39
Shirt,2490,12,2461.45
Hoodie,813,20,2557.68
Hoodie,3081,21,10291.34
Uniform,842,12,1548.94
Trouser,1937,10,2537.38
Trouser,1779,10,2357.41
Hoodie,2437,17,6768.57
Jacket,4410,28,20469.39
Trouser,4196,10,6023.52
Hoodie,3358,17,9343.59
Jeans,4072,12,8252.37
Shirt,4175,8,4201.87
Shirt,1463,12,1320.29
Shirt,1207,10,1174.06
Dress,3306,19,8538.73
Jeans,3206,12,5595.85
Kurti,3088,15,5237.94
Hoodie,2032,16,5871.26
Dress,241,19,522.91
Kurti,1038,10,1488.1
Uniform,642,18,1391.43
Jacket,3091,24,14402.67
Dress,2780,14,6895.04
Shirt,3595,8,3558.53
Dress,3262,19,8267.37
Dress,1607,16,4151.47
Blazer,1901,30,11355.63
Trouser,3165,10,4215.74
Kurti,452,13,725.45
Dress,1317,15,3193.68
Kurti,2079,14,3819.3
Shirt,4457,10,4667.83
T-Shirt,3759,7,1966.38
Uniform,4931,12,10282.1
Shirt,4896,10,4442.51
Hoodie,3014,17,8856.8
Uniform,377,16,831.13
Shirt,4021,10,4077.12
Dress,2542,18,5696.47
Blazer,1837,25,9676.34
Jacket,1011,29,4444.74
Kurti,2203,16,3896.56
Kurti,1704,13,2607.02
T-Shirt,426,7,266.77
Dress,1565,15,3787.78
Shirt,3349,12,3249.46
Jeans,901,14,1910.66
Shirt,4456,10,3885.52
Blazer,1536,25,8550.01
Dress,1640,14,3619.45
Trouser,2036,14,3127.99
Trouser,4881,13,7218.42
Hoodie,3037,17,9707.76
Kurti,412,12,702.68
Shirt,1665,8,1496.44
Jacket,2042,30,10596.25
Hoodie,771,16,2082.88
Shirt,4008,8,3399.29
Shirt,2727,9,2555.19
Blazer,4481,26,26004.44
Trouser,1955,15,3159.05
Hoodie,1788,17,5342.03
T-Shirt,5000,6,2885.58
Blazer,2096,22,11149.32
Jacket,780,26,3279.9
Shirt,905,8,814.29
Hoodie,378,21,1129.82
Uniform,416,16,838.0
Dress,4499,20,10690.6
Blazer,4545,27,23006.21
Uniform,3327,16,7729.76
Shirt,1615,8,1591.56
Blazer,4906,30,28730.45
Trouser,4495,15,6935.74
Jacket,1990,22,8560.58
Jeans,3202,13,6552.31
Trouser,728,11,1167.61
Jeans,2958,13,5448.62
Shirt,1596,8,1578.36
T-Shirt,934,8,546.35
Jeans,596,18,1216.84
Dress,2355,20,5733.15
Shirt,3690,11,3405.42
Trouser,1689,11,2176.92
T-Shirt,587,8,338.23
T-Shirt,2293,7,1389.67
Hoodie,2300,17,7320.3
Uniform,178,16,405.68
Kurti,4944,10,7371.75
Jacket,2316,25,10745.51
Uniform,1563,18,3516.91
Hoodie,3710,16,10099.94
Blazer,2648,26,14591.81
Uniform,3162,13,6172.76
Blazer,1066,28,5559.28
Blazer,1538,23,8574.19
Blazer,3600,29,18675.1
Uniform,329,18,795.77
Blazer,1077,29,5744.08
Dress,4249,17,10634.21
Jacket,3880,30,18687.97
Shirt,3297,9,2894.46
Hoodie,3622,18,10500.52
Dress,945,15,2066.25
Uniform,1152,12,2425.21
Trouser,2998,10,3960.25
Hoodie,4349,20,14073.46
Hoodie,3026,19,8651.75
Blazer,617,28,3170.24
Blazer,910,25,5199.76
Dress,1125,14,2591.84
Hoodie,945,20,3035.74
Blazer,1432,23,7952.15
Trouser,594,12,975.56
T-Shirt,2136,5,1126.67
Shirt,3927,8,3781.67
Kurti,4267,12,7320.98
Hoodie,3432,17,9592.26
Shirt,1294,9,1268.98
Hoodie,232,20,753.44
Kurti,4189,14,6725.52
T-Shirt,3350,8,2071.51
Trouser,683,10,1082.23
Trouser,1883,15,2922.23
Uniform,2241,18,4450.89
Uniform,2976,14,5959.53
Shirt,503,8,515.24
Jacket,1840,28,9113.11
Blazer,1998,28,10915.82
Jacket,3909,26,19447.65
Uniform,3712,17,8062.99
Shirt,363,11,384.5
Hoodie,1400,16,4433.72
Shirt,3259,11,3304.71
Kurti,4032,16,7458.01
Hoodie,720,18,2247.09
Blazer,255,22,1392.01
Jeans,549,17,1144.89
Uniform,1169,13,2191.75
Jeans,1290,15,2760.06
Uniform,823,13,1665.4
Jeans,4249,13,8082.43
Dress,2583,18,6445.89
Hoodie,1586,16,4515.63
Trouser,3095,15,4624.83
Jeans,2068,16,4408.06
T-Shirt,3033,6,1757.65
Uniform,3769,16,7260.74
T-Shirt,841,5,406.49
Dress,188,14,409.27
Dress,4803,20,12416.92
T-Shirt,657,7,349.44
Jeans,547,17,1134.62
Jeans,385,13,763.34
Uniform,4335,14,8616.0
Dress,218,20,533.77
Uniform,1591,12,3402.25
Jacket,1333,30,6853.29
Jacket,3449,23,16387.34
Trouser,4554,12,6257.06
Trouser,605,14,858.5
T-Shirt,2063,6,1247.63
Trouser,4126,15,6300.32
Jacket,1616,23,6879.17
Trouser,1076,15,1828.73
Dress,1595,19,4302.0
T-Shirt,4441,7,2377.86
Hoodie,2972,22,9800.56
Uniform,4674,12,8338.75
Hoodie,4896,19,14071.94
Shirt,3099,9,2944.44
Hoodie,3559,18,11221.23
T-Shirt,671,6,366.24
Shirt,1170,9,972.32
Dress,3471,19,8337.56
Trouser,1346,15,2002.98
Trouser,3928,15,6152.02
Uniform,1025,13,2114.52
Shirt,851,10,898.13
Dress,1866,15,4115.89
Uniform,3808,14,7690.78
T-Shirt,542,5,315.12
Uniform,3488,18,7403.71
Jacket,3542,30,17450.54
Dress,125,16,353.63
Blazer,3002,26,16120.72
Shirt,541,9,517.59
Shirt,1928,8,1814.58
Dress,1978,18,4413.66
Kurti,2145,10,3288.73
Jeans,3700,13,6622.53
Hoodie,1985,17,6172.83
Jacket,363,29,1505.31
Kurti,2646,11,3875.77
Jacket,2495,27,11542.95
Shirt,3774,9,3869.97
T-Shirt,113,8,51.74
Uniform,3668,15,7337.95
Shirt,2818,8,2504.45
Shirt,4779,9,4445.83
Trouser,3317,15,4776.93
Kurti,3278,15,5515.5
Shirt,2940,8,2659.77
Uniform,830,12,1608.28
Jeans,2468,14,5101.02
Blazer,1453,27,7794.57
T-Shirt,1760,8,1056.24
T-Shirt,2717,5,1370.05
T-Shirt,1526,8,930.22
T-Shirt,2161,7,1240.79
Jeans,2393,13,4334.99
Hoodie,482,21,1548.48
Dress,4269,20,10401.56
Jeans,3494,15,6628.78
Shirt,2413,11,2598.39
Blazer,969,26,5531.91
Uniform,1902,14,3620.12
Jeans,4034,13,8258.41
Uniform,2123,16,4360.85
Trouser,3437,13,5354.14
Shirt,4314,12,4300.36
Shirt,293,9,251.82
Shirt,212,9,234.1
Dress,2336,15,5458.4
Shirt,4032,8,3882.77
Kurti,4765,14,8483.74
Jeans,3088,14,5398.16
Jacket,501,22,2383.17
Uniform,1159,17,2523.22
Shirt,3382,11,3582.86
Hoodie,2815,17,8255.8
Uniform,2523,18,5380.55
T-Shirt,4670,5,2609.81
Blazer,3260,23,17697.09
Trouser,4249,13,6300.84
Trouser,1798,13,2680.96
Dress,3027,14,7628.82
Blazer,1883,25,9272.51
T-Shirt,1085,5,553.87
Hoodie,3894,19,12265.61
Jeans,3751,13,7456.52
Dress,334,16,698.47
Shirt,3675,8,3289.67
Jacket,3954,22,18651.06
Jeans,1945,13,3823.61
Dress,701,20,1687.93
Jeans,3780,14,7334.72
Dress,3755,15,9489.37
Blazer,2722,29,15971.58
Uniform,4320,12,8561.9
Shirt,2077,11,2117.07
Kurti,3274,16,5385.67
Jacket,3833,26,16655.01
Hoodie,4221,18,12853.87
Jacket,2158,23,9336.2
Uniform,4554,13,8712.48
Trouser,2535,13,4208.98
Jeans,3066,16,6173.75
Blazer,4259,24,19941.09
Jacket,1689,21,6511.41
T-Shirt,1519,5,823.74
Jacket,2175,20,9027.7
Dress,4280,18,10734.83
Jeans,3819,14,7040.34
Jacket,908,27,4574.78
Jacket,3624,25,16563.0
Kurti,2253,13,3807.2
